export_version,run_item_id,model_key,model_id,model_revision,eval_id,platform,condition,seed,precision,cold_or_warm,prompt_tokens,output_tokens,total_tokens,retrieval_latency_returned_ms,query_embedding_ms,vector_search_ms,rerank_ms,context_assembly_ms,preprocess_ms,ttft_ms,generation_ms,decode_ms,question_to_response_ms,gpu_peak_mib,gpu_utilization_mean_pct,gpu_power_mean_w,process_rss_peak_mib,candidate_messages_sha256,candidate_output_sha256,quality_status
1.0.0,w04-rag-perf::W03-LONG-SENPAI-009::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-009,Senpai,rag,42,bfloat16,warm_steady_state,3835,94,3929,933.093218,19.138558,81.870913,844.943818,0.106754,13.903803,1616.142888,4045.328952,0.227519,4993.288775,22419.0,95.285714,239.85,2689.980469,0e5e7662368bd408dc4d7198e33dc9ce65b509ecaf4c7a728ae65d19fa42a73a,f917220f8d15d3f2e0b0b8d34c059b167461579b9da95fab5795c437837fea58,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-010::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-010,Senpai,base,42,bfloat16,warm_steady_state,115,11,126,,,,,0.004913,1.506924,51.343046,383.247792,0.102379,385.053247,22419.0,65.0,232.74,2689.980469,970d6a2c840f4a52b6f594ec1167d555d81259820b5ff3e5fccc3309e649d754,a77b19b5401ddc93d039bca9f012f028ff79f520400992e2e691be266156bee1,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-010::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-010,Senpai,rag,42,bfloat16,warm_steady_state,3789,342,4131,958.503192,30.734329,107.020494,846.291308,0.089644,11.052012,1634.137316,12949.113197,0.516797,13919.979291,22419.0,95.875,244.959375,2689.980469,fbc8ed461321881a4b7c3ac02e5a684c3b6f58e43fb4d89d90a99038e6ef69cf,354d87688c849033d2ffb6b94d4ceb669830eba22cc996b7074d3be661302468,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-011::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-011,Senpai,base,42,bfloat16,warm_steady_state,118,31,149,,,,,0.005507,3.20877,72.159553,1075.150418,0.200861,1078.95654,22419.0,95.5,232.48,2689.980469,91140c6a87f1db2ab506f2aee333f80633f565746fce24c3e2df6aef39342061,85ceaa9d4ef3c76cba1cb96582d01c82940cf8f1b4f72a80ec0e7eaa2c56c065,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-011::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-011,Senpai,rag,42,bfloat16,warm_steady_state,3844,283,4127,925.84737,19.362877,79.265122,841.441924,0.08139,12.460334,1619.27402,10792.004206,0.326759,11731.269011,22419.0,94.071429,243.385714,2689.980469,319ad54f2748fc1ca47383b0fec54a70b5322dc6829a6e8cc9cc7eaaaec184dd,8c8dcd9f68d050e373458ed2848317d81b9c034dd11fb02080907e6cf34b6fe4,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-012::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-012,Senpai,base,42,bfloat16,warm_steady_state,120,34,154,,,,,0.002059,1.233984,45.224822,1134.421538,0.166327,1136.000468,22419.0,94.5,239.5775,2689.980469,ee9e9573ef3f6dd01ea138bc3a303c2a727cee9612105fafee3ce9f932383502,9d660133629b254377fb4987b9583310292e2088bc42418da35f61ec4486617b,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-012::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-012,Senpai,rag,42,bfloat16,warm_steady_state,3789,436,4225,969.15503,28.405413,105.051485,859.327276,0.068919,8.913934,1643.987182,16285.120593,0.435262,17264.207678,22419.0,96.45,244.835,2690.011719,66e7912af7dccb24c8b611baf27b381c528ffc40e98ef6ea4498fc3b2c449939,8af339e365d32ae79efb646661184c2b21605e3026f1580ffcd93ee9a0cec4f6,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-013::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-013,Senpai,base,42,bfloat16,warm_steady_state,108,11,119,,,,,0.00347,1.22749,44.977767,372.544187,0.107254,374.030323,22419.0,96.666667,239.12,2690.011719,7d9508445561942fcd695eed56e3693da1993da9ccf82dc8ef819a93500aa2d7,a77b19b5401ddc93d039bca9f012f028ff79f520400992e2e691be266156bee1,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-013::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-013,Senpai,rag,42,bfloat16,warm_steady_state,3752,312,4064,938.209558,27.327296,87.773819,845.901441,0.072544,8.692804,1604.595168,11768.708025,0.615594,12716.960826,22419.0,96.4,245.122667,2690.011719,d59f32249664f7af09afaa771243041c1d03cb466187e03f09b533013d9ec5e7,6636dc2fb7b429436219f9c098427cf90cf956a27ff42f8c8d7f03b499f35fa1,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-014::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-014,Senpai,base,42,bfloat16,warm_steady_state,105,11,116,,,,,0.002051,1.629957,52.511654,384.985847,0.128868,386.912078,22419.0,95.666667,233.706667,2690.011719,99598495c8483b9dad28612a68453b926d2626992bdc668433c79e57f5b90072,064637d3413813085d4ccdfd4a11f449566556eb4e83eb409aa9ec23a8d2060c,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-014::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-014,Senpai,rag,42,bfloat16,warm_steady_state,3682,150,3832,911.39559,18.836884,84.587473,821.736437,0.089516,11.451133,1568.164921,5977.010499,1.183897,6902.718801,22419.0,96.444444,242.89,2690.011719,de8b98e9a943830c6425516328458ff79df1254a9d1ed9c09ef0e098f609d8cc,2f0511f0010facfac4a3023e660a6c23e0f51792584faae791c1c67fe77c73ab,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-015::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-015,Senpai,base,42,bfloat16,warm_steady_state,112,11,123,,,,,0.002781,1.464563,47.126429,376.07554,0.121003,377.836961,22419.0,95.666667,241.463333,2690.011719,5cf19b8d410273115c4943feff77fb5ac30f66de3f016773e6b3f7c23b3b07fc,a77b19b5401ddc93d039bca9f012f028ff79f520400992e2e691be266156bee1,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-015::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-015,Senpai,rag,42,bfloat16,warm_steady_state,3789,101,3890,914.927053,16.49423,74.089979,836.428692,0.072617,8.990943,1589.500427,4230.148848,0.27996,5154.908521,22419.0,96.375,248.465,2690.011719,4e7042a08337fc59bc418703dc96c6d77f8d751c196816f55dba34f40a9e2fe8,8425351f44391058f81cbc9483b1bf3735826330f8495260db8a17444c6a907e,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-016::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-016,Senpai,base,42,bfloat16,warm_steady_state,107,11,118,,,,,0.002066,1.233821,52.982368,384.55917,0.110338,386.062448,22419.0,96.333333,238.586667,2690.011719,1a556f060c179c0295a3f65049647a341b338e22a5918b03f8ebbd5ed7068b12,a77b19b5401ddc93d039bca9f012f028ff79f520400992e2e691be266156bee1,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-016::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-016,Senpai,rag,42,bfloat16,warm_steady_state,3789,130,3919,973.394063,41.125928,122.383346,846.307419,0.073939,9.543536,1649.998091,5290.400452,0.331063,6274.266455,22419.0,96.222222,244.693333,2690.011719,b87f391f8b3ebb41bb192298ba831135896d9f5bda47d2e535a51d3653f5951f,ec41ad1711689ca9181c2282147541467af0829a1991c29ba22057a6e68c543a,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-017::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-017,Senpai,base,42,bfloat16,warm_steady_state,110,12,122,,,,,0.001826,1.126392,44.35485,408.634429,0.121353,410.044352,22419.0,95.666667,240.173333,2690.011719,2673da9a33c8175a9da678e8e9ebe01fb414153ad732368c80825f3f87e24b32,8e7b6af0c5d688c0add12428293e547ee9ba69b004fab55336f168cbc8a1f95b,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-017::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-017,Senpai,rag,42,bfloat16,warm_steady_state,3736,281,4017,905.516895,17.242354,68.691876,832.456225,0.073181,9.335981,1571.637695,10622.136961,0.403954,11537.96922,22419.0,96.5,244.195714,2690.066406,778f26251a26925e79fa9fe1275d8c678860eeca79e36ad6633681f9c8065d7d,febf6fd07dade28c58603c7b2da2719609a4f356d2770b829f3c27358eadc9ab,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-018::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-018,Senpai,base,42,bfloat16,warm_steady_state,107,19,126,,,,,0.003567,1.128043,44.068856,636.88749,0.120529,638.281064,22419.0,96.0,238.246667,2690.066406,1c3f65d10c1508834809b77252af133845b2bea7bf3b681be102997abbb32dff,5f76add7dff7472d326adcee0cdb02a43f6a51c7bd078c1d73cfe32332292163,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-018::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-018,Senpai,rag,42,bfloat16,warm_steady_state,3801,167,3968,977.151375,40.280596,119.659106,851.674144,0.076831,9.956253,1654.775454,6630.20571,0.345405,7618.332357,22419.0,81.4,243.179,2690.082031,d7f5fb07cebdef1d0396f69d70c7774ec0ea91bc4ddb545946d33f7835b50eb4,fb3c0af042399394c16ff8a48dfea237b8284d7df90e660b293201610e0c3192,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-019::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-019,Senpai,base,42,bfloat16,warm_steady_state,118,11,129,,,,,0.002478,1.511876,51.45534,384.134348,0.108492,385.933985,22419.0,95.0,231.266667,2690.082031,be241c733dd24ab53863cbac9f24a79a90ffae131bdb2022d2e52871f5c740bf,a77b19b5401ddc93d039bca9f012f028ff79f520400992e2e691be266156bee1,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-019::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-019,Senpai,rag,42,bfloat16,warm_steady_state,3823,467,4290,912.48448,16.36902,66.722206,840.6909,0.081455,11.250724,1591.741127,17372.630162,0.452031,18297.42739,22419.0,95.714286,243.641905,2690.085938,3df748d4d31d5a9648354caa127c662aa5d357583dad4a37edc4969f02f3cfa1,2c0cfb8233fb924e3df57bde7400216536e52aaa167abe3f7fa70cd1484f6089,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-020::base,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-020,Senpai,base,42,bfloat16,warm_steady_state,111,11,122,,,,,0.002545,1.43542,52.761414,383.673246,0.104067,385.391416,22419.0,65.0,228.516667,2690.085938,11d2f88b4d08008bb830cd764642571e169c2a859af4ea13701d9f8f673624aa,064637d3413813085d4ccdfd4a11f449566556eb4e83eb409aa9ec23a8d2060c,unscored_system_performance_companion_run
1.0.0,w04-rag-perf::W03-LONG-SENPAI-020::rag,llama31_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,W03-LONG-SENPAI-020,Senpai,rag,42,bfloat16,warm_steady_state,3747,149,3896,955.314766,24.503797,103.223077,847.610195,0.079133,9.128158,1616.824762,5915.845718,0.289431,6881.129908,22419.0,90.111111,241.492222,2690.085938,4b360ec17dc6194e3233577ce4206c12cd2de2bd6cc742a5d34c6f3caddf9442,129b0d693d722101783bcccee22e34b5d077428db1f41b55d341eea9a7fdc947,unscored_system_performance_companion_run
